idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,matricula_911,fuente_matricula_base,mat_2024_2025,mat_2025_2026,mat_2026_2027,mat_2027_2028,mat_2028_2029,mat_2029_2030,mat_2030_2031,mat_2031_2032,mat_2032_2033,mat_2033_2034,mat_2034_2035,mat_2035_2036,observaciones
800701,09DPR4515M,09DPR4250V,,,NIÑOS HEROES,Primaria,CUAJIMALPA DE MORELOS,-99.312464,19.345168,,,,365,Estadística 911,365,362,359,356,353,350,348,345,342,339,336,334,Sin asociación espacial a un AGEB; sí se incluye en el total de su alcaldía cuando la alcaldía está identificada. Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800702,09DES0337S,09DES4337T,,,SECUNDARIA FEDERAL,Secundaria,Cuajimalpa de Morelos,-99.282711,19.342806,0900400010138,004,0138,673,Estadística 911,673,667,661,655,648,642,636,630,624,618,613,607,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800703,09DPR5039H,09DPR5119T,,,QUETZALCOATL,Primaria,Cuajimalpa de Morelos,-99.309449,19.353825,0900400010091,004,0091,373,Estadística 911,373,370,367,364,361,358,355,353,350,347,344,341,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800704,09DPR0866P,09DPR1796R,09DBA0015N,09DBS0009B,RAMON MANTEROLA,Primaria,Cuajimalpa de Morelos,-99.298235,19.35678,0900400010299,004,0299,995,Estadística 911,995,987,979,971,964,955,948,940,933,925,918,910,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800705,09DPR0020B,,,,SITIO DE CUAUTLA,Primaria,Cuajimalpa de Morelos,-99.287054,19.355208,0900400010212,004,0212,409,Estadística 911,409,406,403,400,396,393,390,387,383,380,377,375,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800706,09DTV0141M,,,,TELESECUNDARIA 141,Secundaria,Cuajimalpa de Morelos,-99.330756,19.328297,0900400200246,004,0246,105,Estadística 911,105,104,103,102,101,100,99,99,97,96,96,95,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800707,09DTV0139Y,,,,TELESECUNDARIA 139,Secundaria,Cuajimalpa de Morelos,-99.259915,19.387087,0900400010180,004,0180,133,Estadística 911,133,132,130,129,128,126,125,124,123,122,121,120,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800708,09DPR1786K,09DPR2660K,,,VALERIO TRUJANO,Primaria,Cuajimalpa de Morelos,-99.316172,19.353682,0900400010227,004,0227,821,Estadística 911,821,814,808,801,795,788,782,776,770,763,757,751,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800709,09DPR1779A,09DPR2988N,,,VICENTE GUERRERO,Primaria,Cuajimalpa de Morelos,-99.280269,19.342866,0900400010138,004,0138,1097,Estadística 911,1097,1088,1080,1071,1062,1053,1045,1037,1028,1020,1012,1004,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800710,09DPR3202E,09DPR0036C,,,VINI CUBI,Primaria,Cuajimalpa de Morelos,-99.300323,19.347485,0900400010119,004,0119,618,Estadística 911,618,613,608,603,598,594,589,584,579,574,570,566,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800711,09DPR1781P,09DPR1782O,,,XOCHIQUETZAL,Primaria,Cuajimalpa de Morelos,-99.291024,19.37003,0900400010053,004,0053,631,Estadística 911,631,626,621,616,611,606,601,596,591,587,582,577,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800712,09DJN1276S,,,,ZENTLAPATL,Preescolar,Cuajimalpa de Morelos,-99.309341,19.353684,0900400010231,004,0231,120,Estadística 911,120,118,115,113,111,109,107,105,103,101,99,97,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800713,09DJN0615U,09DJN1096H,,,10 DE ABRIL,Preescolar,Cuajimalpa de Morelos,-99.32556,19.32889,0900400200246,004,0246,265,Estadística 911,265,260,255,250,246,241,236,232,227,223,219,215,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800714,09DES0211L,09DES4211M,,,ANTONIO CASTRO LEAL,Secundaria,Cuajimalpa de Morelos,-99.299727,19.347388,0900400010119,004,0119,1622,Estadística 911,1622,1607,1591,1576,1561,1547,1532,1518,1503,1489,1476,1461,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800715,09DJN0222H,,,,EDUCADORAS GENERACION 1950,Preescolar,Cuajimalpa de Morelos,-99.289463,19.367171,0900400010354,004,0354,150,Estadística 911,150,147,144,142,139,136,134,131,129,126,124,121,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800716,09DST0048T,09DST0048T,,,ESCUELA SECUNDARIA TÉCNICA 48,Secundaria,Cuajimalpa de Morelos,-99.287349,19.375707,090040001002A,004,002A,1537,Estadística 911,1537,1523,1508,1494,1480,1466,1452,1438,1425,1412,1398,1385,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800717,09DST0073S,,,,ESCUELA SECUNDARIA TÉCNICA 73,Secundaria,Cuajimalpa de Morelos,-99.325983,19.334565,0900400200246,004,0246,557,Estadística 911,557,552,547,541,536,531,526,521,516,511,507,501,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800718,09DJN1253H,,,,IN IXTLI IN YOLLOTL,Preescolar,Cuajimalpa de Morelos,-99.258762,19.387781,0900400010180,004,0180,138,Estadística 911,138,135,133,131,128,126,123,121,119,116,114,112,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800719,09DJN0930J,,,,LUZ ALBA LORIA,Preescolar,CUAJIMALPA DE MORELOS,,,,,,110,Estadística 911,110,108,106,104,102,100,98,96,95,93,91,89,Sin asociación espacial a un AGEB; sí se incluye en el total de su alcaldía cuando la alcaldía está identificada. Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800720,09DJN0051E,,,,MANUEL EDUARDO DE GOROSTIZA,Preescolar,Cuajimalpa de Morelos,-99.25515,19.382254,0900400010195,004,0195,94,Estadística 911,94,92,90,89,87,86,84,82,81,79,78,76,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800721,09DJN0424D,,,,NAVIDAD,Preescolar,Cuajimalpa de Morelos,-99.283518,19.376002,090040001002A,004,002A,184,Estadística 911,184,181,177,174,171,167,164,161,158,155,152,149,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800722,09DJN0421G,,,,NINOMACHTIA,Preescolar,Cuajimalpa de Morelos,-99.286844,19.355291,0900400010212,004,0212,90,Estadística 911,90,88,86,85,83,82,80,79,77,76,74,73,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800723,09DJN0520G,09DJN1070Z,,,PORTUGAL,Preescolar,Cuajimalpa de Morelos,-99.28254,19.342101,0900400010138,004,0138,356,Estadística 911,356,349,342,336,330,324,317,311,306,300,294,288,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800724,09DJN0758R,09DJN1198E,,,PROFR. ALFONSO SIERRA PARTIDA,Preescolar,Cuajimalpa de Morelos,-99.288309,19.36837,090040001034A,004,034A,338,Estadística 911,338,331,325,319,313,307,302,295,290,284,279,274,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800725,09DJN0512Y,,,,SATURNINO HERRAN,Preescolar,Cuajimalpa de Morelos,-99.293685,19.362037,0900400010299,004,0299,200,Estadística 911,200,196,193,189,185,182,178,175,172,169,165,162,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800726,09DJN0916Q,,,,TIHUI,Preescolar,Cuajimalpa de Morelos,-99.312095,19.342498,0900400010231,004,0231,143,Estadística 911,143,140,138,135,132,130,128,125,123,120,118,116,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800727,09DES0023S,,,,MTRO. JUAN G. HOLGUÍN,Secundaria,Cuauhtémoc,-99.15764,19.427265,0901500010841,015,0841,116,Estadística 911,116,114,110,108,105,103,100,98,95,93,90,89,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800728,09DES0032Z,09DSN0053U,,,JOSÉ MARÍA MORELOS Y PAVÓN,Secundaria,Cuauhtémoc,-99.171715,19.40717,0901500011341,015,1341,269,Estadística 911,269,262,256,250,243,238,232,226,220,215,209,204,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800729,09DPR0907Z,,,,18 DE MARZO,Primaria,Cuauhtémoc,-99.141693,19.404131,0901500011498,015,1498,113,Estadística 911,113,110,107,104,101,98,95,93,90,88,86,83,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800730,09DPR3131A,,,,21 DE MARZO,Primaria,Cuauhtémoc,-99.160942,19.405071,0901500011464,015,1464,134,Estadística 911,134,130,127,123,119,116,113,110,107,104,101,98,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800731,09DPR2324I,,,,30 DE SEPTIEMBRE,Primaria,Cuauhtémoc,-99.132592,19.461804,0901500010023,015,0023,248,Estadística 911,248,241,235,228,222,216,210,204,198,193,188,183,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800732,09DPR2485V,,,,ABRAHAM CASTELLANOS,Primaria,Cuauhtémoc,-99.128913,19.440445,0901500010659,015,0659,226,Estadística 911,226,220,214,208,202,197,192,186,181,176,171,166,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800733,09DES0082H,09DBA0219H,09DBS0050S,,ABRAHAM LINCOLN,Secundaria,Cuauhtémoc,-99.135021,19.419574,0901500011055,015,1055,452,Estadística 911,452,441,430,420,409,399,389,379,370,361,352,343,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800734,09DES0011N,,,,ADRIANA GARCÍA CORRAL,Secundaria,Cuauhtémoc,-99.139676,19.438527,0901500010644,015,0644,367,Estadística 911,367,359,350,341,332,324,316,308,301,293,287,279,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800735,09DPR2529B,,,,ALBERTO CORREA,Primaria,Cuauhtémoc,-99.165636,19.419198,0901500011093,015,1093,352,Estadística 911,352,342,333,323,315,306,297,289,282,274,266,259,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800736,09DPR3035Y,,,,ALFONSO CASO ANDRADE,Primaria,Cuauhtémoc,-99.16802,19.403915,0901500011445,015,1445,135,Estadística 911,135,131,128,124,120,117,114,111,108,105,102,99,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800737,09DPR1117U,,,,ALFONSO HERRERA,Primaria,Cuauhtémoc,-99.172724,19.415265,0901500011182,015,1182,109,Estadística 911,109,106,103,100,97,95,92,90,87,85,83,80,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800738,09DPR2482Y,09DPR2479K,,,ALFREDO E. URUCHURTU,Primaria,Cuauhtémoc,-99.125243,19.438438,0901500010589,015,0589,169,Estadística 911,169,165,160,156,152,147,143,140,136,131,128,125,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800739,09DJN0744O,09DJN0699S,,,AMADO NERVO,Preescolar,Cuauhtémoc,-99.144687,19.443859,090150001056A,015,056A,178,Estadística 911,178,170,162,154,147,140,134,128,122,116,111,106,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800740,09DJN0768Y,,,,AMPARO SOLIS PAYAN,Preescolar,Cuauhtémoc,-99.15973,19.453552,0901500010470,015,0470,69,Estadística 911,69,66,63,60,57,54,52,49,47,45,43,41,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800741,09DES0002F,09DES4002G,,,ANA MARÍA BERLANGA,Secundaria,Cuauhtémoc,-99.161568,19.445106,0901500010593,015,0593,706,Estadística 911,706,689,672,656,639,623,608,593,579,564,550,536,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800742,09DPR2509O,,,,ANDRES BELLO,Primaria,Cuauhtémoc,-99.15435,19.447087,0901500010485,015,0485,410,Estadística 911,410,399,388,377,367,357,347,337,328,319,311,302,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800743,09DJN0742Q,,,,ANEXO CENTRO ESCOLAR REVOLUCION,Preescolar,Cuauhtémoc,-99.147558,19.426753,0901500010860,015,0860,99,Estadística 911,99,94,90,86,82,78,74,71,67,65,62,59,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800744,09DES0106A,09DES4106B,,,ANTONIO BALLESTEROS USANO,Secundaria,Cuauhtémoc,-99.132331,19.452899,0901500010324,015,0324,374,Estadística 911,374,365,356,347,338,330,322,314,306,299,291,285,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800745,09DJN0479G,,,,ANTONIO VANEGAS ARROYO,Preescolar,Cuauhtémoc,-99.12652,19.442856,0901500010589,015,0589,228,Estadística 911,228,217,208,198,189,180,172,164,156,149,142,135,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800746,09DES0333W,,,,MANUEL MARIO CERNA CASTELAZO,Secundaria,Cuauhtémoc,-99.183554,19.408406,0901500011411,015,1411,268,Estadística 911,268,261,255,249,242,237,231,225,219,214,208,203,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800747,09DPR2501W,,,,AUGUSTO CESAR SANDINO,Primaria,Cuauhtémoc,-99.160903,19.45617,090150001017A,015,017A,109,Estadística 911,109,106,103,100,98,94,92,89,87,85,82,80,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800748,09DJN0377J,,,,BATALLON DE SAN BLAS,Preescolar,Cuauhtémoc,-99.138923,19.452702,0901500010428,015,0428,79,Estadística 911,79,75,72,69,65,62,59,57,54,52,49,47,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800749,09DJN0729W,09DJN0712W,,,BENITO JUÁREZ,Preescolar,Cuauhtémoc,-99.159496,19.408948,090150001138A,015,138A,217,Estadística 911,217,207,197,188,179,171,163,155,148,141,135,129,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800750,09DPR1335H,,,,BENITO JUÁREZ,Primaria,Cuauhtémoc,-99.159356,19.409812,090150001138A,015,138A,837,Estadística 911,837,814,792,770,749,728,708,689,670,651,633,616,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800751,09DPR1675F,09DPR1557R,09DBN0045L,,BENITO JUÁREZ,Primaria,Cuauhtémoc,-99.159834,19.409879,090150001138A,015,138A,1195,Estadística 911,1195,1162,1130,1099,1069,1039,1010,982,956,929,903,879,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800752,09DJN0705M,,,,BERTHA DOMÍNGUEZ,Preescolar,Cuauhtémoc,-99.129791,19.443527,0901500010343,015,0343,145,Estadística 911,145,139,132,126,120,114,109,104,99,95,90,86,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800753,09DES0001G,,,,CÉSAR A. RUIZ,Secundaria,Cuauhtémoc,-99.131857,19.427199,0901500010907,015,0907,818,Estadística 911,818,797,777,758,740,722,704,686,670,653,637,621,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800754,09DJN0746M,,,,CADETES DE LA NAVAL,Preescolar,Cuauhtémoc,-99.145358,19.427386,0901500010875,015,0875,140,Estadística 911,140,134,127,121,116,110,105,100,96,91,87,83,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800755,09DPR2541X,,,,CAPITAN EMILIO CARRANZA,Primaria,Cuauhtémoc,-99.160014,19.419535,0901500011002,015,1002,146,Estadística 911,146,142,138,134,131,127,124,120,116,113,110,107,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800756,09DES0006B,09DES4006C,09DSN0006J,,CARLOTA JASO,Secundaria,Cuauhtémoc,-99.129938,19.436475,0901500010659,015,0659,407,Estadística 911,407,397,387,377,368,359,351,342,333,325,317,309,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800757,09DDI0001A,,,,CAI SEP NO 01 ROSAURA ZAPATA,Inicial,Cuauhtémoc,-99.15741,19.423475,0901500011017,015,1017,34,Estadística 911,34,32,30,28,27,25,24,22,21,20,18,17,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800758,09DDI0007V,,,,CAI SEP NO 07 AGUSTINA RAMIREZ RODRIGUEZ,Inicial,Cuauhtémoc,-99.134034,19.453475,0901500010324,015,0324,78,Estadística 911,78,73,69,65,61,57,54,51,48,45,42,40,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800760,09DDI0030W,,,,CAI SEP NO 30 OVIDIO DECROLY,Inicial,Cuauhtémoc,-99.160301,19.442422,0901500010593,015,0593,68,Estadística 911,68,64,60,57,53,50,47,44,42,39,37,35,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800762,09DML0126D,,,,CENTRO DE ATENCIÓN MÚLTIPLE No. 103,Especial - CAM,Cuauhtémoc,-99.134833,19.45069,0901500010447,015,0447,163,Estadística 911,163,173,183,194,206,218,231,245,260,276,292,310,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800763,09DML0125E,,,,CENTRO DE ATENCIÓN MÚLTIPLE No. 14,Especial - CAM,Cuauhtémoc,-99.147458,19.426176,0901500010860,015,0860,98,Estadística 911,98,104,110,117,124,131,139,147,156,166,176,186,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800764,09DML0067E,,,,"CENTRO DE ATENCIÓN MÚLTIPLE No. 45 ""APAC""",Especial - CAM,Cuauhtémoc,-99.145227,19.413441,0901500011233,015,1233,146,Estadística 911,146,155,164,174,184,195,207,219,232,247,261,277,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800765,09DML0054A,,,,CENTRO DE ATENCIÓN MÚLTIPLE No. 85,Especial - CAM,Cuauhtémoc,-99.136983,19.456557,0901500010131,015,0131,11,Estadística 911,11,12,12,13,14,15,16,17,18,19,20,21,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800766,09DJN0714U,,,,CINCO DE MAYO,Preescolar,Cuauhtémoc,-99.141299,19.406939,0901500011498,015,1498,88,Estadística 911,88,84,80,76,73,69,66,63,60,57,55,52,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800767,09DJN0287R,,,,CIPACTLI,Preescolar,Cuauhtémoc,-99.154508,19.447453,0901500010485,015,0485,136,Estadística 911,136,130,124,118,112,107,102,97,93,89,85,81,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800768,09DPR1165D,,,,CONSTITUCION DE 1857,Primaria,Cuauhtémoc,-99.158167,19.409278,090150001138A,015,138A,207,Estadística 911,207,201,196,191,185,180,175,170,165,161,156,152,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800769,09DJN0301U,,,,CONSTITUCION DE 1917,Preescolar,Cuauhtémoc,-99.144234,19.452459,0901500010396,015,0396,130,Estadística 911,130,124,119,113,108,103,98,93,89,85,81,77,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800770,09DJN0754V,,,,CUAUHTEMOC,Preescolar,Cuauhtémoc,-99.17089,19.41824,0901500011182,015,1182,76,Estadística 911,76,72,69,66,63,60,57,55,52,50,47,45,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800771,09DPR1111Z,,,,DEFENSORES DE LA REPÚBLICA,Primaria,Gustavo A. Madero,-99.142798,19.474363,0900500011557,005,1557,202,Estadística 911,202,196,191,186,181,176,171,166,161,157,152,148,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800772,09DPR2411D,,,,DOLORES CORREA ZAPATA,Primaria,Cuauhtémoc,-99.136468,19.445263,0901500010536,015,0536,129,Estadística 911,129,126,122,119,116,113,109,106,104,100,98,95,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800773,09DJN0715T,,,,DR. ALFREDO M. SAAVEDRA,Preescolar,Cuauhtémoc,-99.159224,19.405754,0901500011479,015,1479,67,Estadística 911,67,64,61,58,55,52,50,48,46,44,42,39,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800774,09DPR2379L,09DBN0121A,,,DR. BELISARIO DOMÍNGUEZ,Primaria,Cuauhtémoc,-99.14728,19.439162,0901500010610,015,0610,311,Estadística 911,311,302,294,286,278,270,263,256,248,242,235,229,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800775,09DPR2417Y,,,,DR. HECTOR PÉREZ MARTÍNEZ,Primaria,Cuauhtémoc,-99.151399,19.459195,0901500010184,015,0184,127,Estadística 911,127,124,120,116,113,111,107,104,102,99,96,94,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800776,09DES0028N,,,,DR. MANUEL BARRANCO,Secundaria,Cuauhtémoc,-99.160745,19.443807,0901500010593,015,0593,403,Estadística 911,403,393,383,374,365,356,347,338,330,322,314,306,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800777,09DPR1600P,,,,EL PENSADOR MEXICANO,Primaria,Cuauhtémoc,-99.158089,19.44776,0901500010555,015,0555,466,Estadística 911,466,453,441,429,417,405,394,384,372,362,353,342,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800778,09DJN0040Z,,,,ELENA ZAPATA,Preescolar,Cuauhtémoc,-99.161827,19.450323,0901500010466,015,0466,92,Estadística 911,92,88,84,80,76,73,69,66,63,60,57,55,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800779,09DJN0696V,09DJN1307V,,,ENRIQUE PESTALOZZI,Preescolar,Cuauhtémoc,-99.124625,19.440372,0901500010589,015,0589,220,Estadística 911,220,210,200,191,182,174,166,158,151,144,137,130,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800780,09DJN0277K,,,,ERASMO CASTELLANOS QUINTO,Preescolar,Cuauhtémoc,-99.139704,19.455332,0901500010080,015,0080,134,Estadística 911,134,128,122,116,111,106,101,96,92,87,84,79,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800781,09DIX0030J,,,,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 1,Primaria,Cuauhtémoc,-99.148903,19.420459,0901500011534,015,1534,188,Estadística 911,188,182,177,173,168,164,159,155,151,146,142,138,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800782,09DIX0036D,,,,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 6,Primaria,Cuauhtémoc,-99.134283,19.403991,0901500011500,015,1500,183,Estadística 911,183,178,172,168,163,159,155,150,146,142,138,134,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800783,09DML0072Q,,,,"ESCUELA NACIONAL PARA CIEGOS ""LIC IGNACIO TRIGUEROS""",Especial - CAM,Cuauhtémoc,-99.127014,19.435307,0901500010663,015,0663,124,Estadística 911,124,131,139,148,156,166,176,186,198,209,222,235,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800784,09DST0010G,,,,ESCUELA SECUNDARIA TÉCNICA 10,Secundaria,Cuauhtémoc,-99.145995,19.424636,0901500011036,015,1036,322,Estadística 911,322,314,306,299,291,284,277,271,264,257,251,245,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800785,09DST0012E,,,,ESCUELA SECUNDARIA TÉCNICA 12,Secundaria,Cuauhtémoc,-99.143732,19.455933,090150001024A,015,024A,599,Estadística 911,599,584,570,556,542,529,515,503,491,478,467,455,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800786,09DST0002Y,,,,ESCUELA SECUNDARIA TÉCNICA 2,Secundaria,Cuauhtémoc,-99.140074,19.439468,090150001063A,015,063A,373,Estadística 911,373,364,355,346,337,329,321,313,305,298,290,284,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800787,09DST0023K,,,,ESCUELA SECUNDARIA TÉCNICA 23,Secundaria,Cuauhtémoc,-99.142626,19.449692,0901500010517,015,0517,345,Estadística 911,345,337,328,320,312,304,297,290,283,276,269,262,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
